PMID,doi,Title,Publication Date,Journal Title,Authors,Keywords,Abstract,Publication type,Conflict Of Interests,Score
27663945,10.1016/j.jaac.2016.05.025,A Genome-Wide Association Meta-Analysis of Attention-Deficit/Hyperactivity Disorder Symptoms in Population-Based Pediatric Cohorts.,2016 Oct,Journal of the American Academy of Child and Adolescent Psychiatry,"Middeldorp CM, Hammerschlag AR, Ouwens KG, Groen-Blokhuis MM, Pourcain BS, Greven CU, Pappa I, Tiesler CMT, Ang W, Nolte IM, Vilor-Tejedor N, Bacelis J, Ebejer JL, Zhao H, Davies GE, Ehli EA, Evans DM, Fedko IO, Guxens M, Hottenga JJ, Hudziak JJ, Jugessur A, Kemp JP, Krapohl E, Martin NG, Murcia M, Myhre R, Ormel J, Ring SM, Standl M, Stergiakouli E, Stoltenberg C, Thiering E, Timpson NJ, Trzaskowski M, van der Most PJ, Wang C, Nyholt DR, Medland SE, Neale B, Jacobsson B, Sunyer J, Hartman CA, Whitehouse AJO, Pennell CE, Heinrich J, Plomin R, Smith GD, Tiemeier H, Posthuma D, Boomsma DI","Adolescent, Attention Deficit Disorder with Hyperactivity/*genetics/psychology, Case-Control Studies, Child, Cohort Studies, Female, Genetics, Population/methods, Genome-Wide Association Study, Humans, Male, *ADHD symptoms, *GWA, *SNP heritability, *attention problems, *meta-analysis","OBJECTIVE: The aims of this study were to elucidate the influence of common genetic variants on childhood attention-deficit/hyperactivity disorder (ADHD) symptoms, to identify genetic variants that explain its high heritability, and to investigate the genetic overlap of ADHD symptom scores with ADHD diagnosis. METHOD: Within the EArly Genetics and Lifecourse Epidemiology (EAGLE) consortium, genome-wide single nucleotide polymorphisms (SNPs) and ADHD symptom scores were available for 17,666 children (<13 years of age) from nine population-based cohorts. SNP-based heritability was estimated in data from the three largest cohorts. Meta-analysis based on genome-wide association (GWA) analyses with SNPs was followed by gene-based association tests, and the overlap in results with a meta-analysis in the Psychiatric Genomics Consortium (PGC) case-control ADHD study was investigated. RESULTS: SNP-based heritability ranged from 5% to 34%, indicating that variation in common genetic variants influences ADHD symptom scores. The meta-analysis did not detect genome-wide significant SNPs, but three genes, lying close to each other with SNPs in high linkage disequilibrium (LD), showed a gene-wide significant association (p values between 1.46 x 10(-6) and 2.66 x 10(-6)). One gene, WASL, is involved in neuronal development. Both SNP- and gene-based analyses indicated overlap with the PGC meta-analysis results with the genetic correlation estimated at 0.96. CONCLUSION: The SNP-based heritability for ADHD symptom scores indicates a polygenic architecture, and genes involved in neurite outgrowth are possibly involved. Continuous and dichotomous measures of ADHD appear to assess a genetically common phenotype. A next step is to combine data from population-based and case-control cohorts in genetic association studies to increase sample size and to improve statistical power for identifying genetic variants.","Journal Article, Meta-Analysis, Research Support, Non-U.S. Gov't","Dr. Hudziak has received grant or research support from the National Institutes of Health, the National Institute of Mental Health, the National Institute of Diabetes and Digestive and Kidney Disease, and the state of Vermont. His primary appointment is with the University of Vermont. He has additional appointments with Erasmus University in Rotterdam, Netherlands, Washington University School of Medicine in St. Louis, Missouri, and the Geisel School of Medicine at Dartmouth in Hanover, New Hampshire. Drs. Middeldorp, Groen-Blokhuis, St Pourcain, Greven, Pappa, Tiesler, Nolte, Ebejer, Zhao, Davies, Ehli, Evans, Guxens, Hottenga, Jugessur, Kemp, Martin, Myhre, Ormel, Ring, Standl, Stergiakouli, Stoltenberg, Thiering, Timpson, Trzaskowski, van der Most, Nyholt, Medland, Neale, Jacobsson, Sunyer, Hartman, Whitehouse, Pennell, Heinrich, Plomin, Smith, Tiemeier, Posthuma, Boomsma, Ms. Hammerschlag, Mr. Ouwens, Mr. Ang, Ms. Vilor-Tejedor, Mr. Bacelis, Ms. Fedko, Ms. Krapohl, Mr. Murcia, and Ms. Wang report no biomedical financial interests or potential conflicts of interest.",0.74
27243819,10.1111/jpc.13241,How can clinical ethics guide the management of comorbidities in the child with Rett syndrome?,2016 Aug,Journal of paediatrics and child health,"Downs J, Forbes D, Johnson M, Leonard H","Australia, Child, *Comorbidity, *Disease Management, *Ethics, Clinical, Humans, *Rett Syndrome/physiopathology, Rett syndrome, clinical ethics, gastrostomy, rare disease, scoliosis","Rett syndrome is a rare disorder caused by a mutation in the MECP2 gene. Those affected generally have severe functional impairments, and medical comorbidities such as scoliosis and poor growth are common. There is a paucity of information on the natural history of many rare disorders and an even greater deficit of evidence to guide best practice. The population-based and longitudinal Australian Rett Syndrome Database established in 1993 has supported investigations of the natural history of Rett syndrome and effectiveness of treatments. This paper reviews the disorder Rett syndrome and evidence for the management of scoliosis and poor growth within a clinical ethics framework. Compared with conservative management, we have shown that spinal fusion is associated with reduced mortality and better respiratory health. We have also shown that gastrostomy insertion is associated with subsequent weight gain. Family counselling for both procedures necessarily must include family perspectives and careful clinical attention to their needs and wishes. Vignettes describing family decision-making and experiences are presented to illustrate the principals of beneficence and autonomy in determining the best interests of the child and family. A blend of evidence-based practice with a strong clinical ethics framework has capacity to build existing strengths in families and reduce the negative impacts of disability and in so doing, optimise the health and wellbeing of those with Rett syndrome.",Journal Article,The authors declare that they had no interests that might be perceived as posing a conflict or bias.,0.04
27154239,10.1089/cap.2016.0017,The Prevalence of Stimulant and Antidepressant Use by Australian Children and Adolescents with Attention-Deficit/Hyperactivity Disorder and Major Depressive Disorder: A National Survey.,2017 Mar,Journal of child and adolescent psychopharmacology,"Sawyer MG, Reece CE, Sawyer AC, Johnson S, Lawrence D, Zubrick SR","Adolescent, Antidepressive Agents/*therapeutic use, Attention Deficit Disorder with Hyperactivity/*drug therapy, Australia, Central Nervous System Stimulants/*therapeutic use, Child, Child, Preschool, Depressive Disorder, Major/*drug therapy, Female, Humans, Male, Prevalence, Surveys and Questionnaires","OBJECTIVES: To identify the prevalence of stimulant and antidepressant medication use by children and adolescents with symptoms meeting the criteria for attention-deficit/hyperactivity disorder (ADHD) and major depressive disorder (MDD) in Australia. To identify factors associated with stimulant and antidepressant use by children and adolescents in Australia. METHODS: Data are from a nationally representative sample of 4- to 17-year-olds (n = 6310). Parents completed the Diagnostic Interview Schedule for Children-Version IV (DISC-IV) and the Strengths and Difficulties Questionnaire. Eleven- to 17-year-olds completed a self-report version of the DISC-IV MDD module. Interviewers recorded prescribed medications used by participants in the previous 2 weeks. RESULTS: During a 2-week period, 1.3% of all 4- to 17-year-olds and 13.7% of those with symptoms meeting the criteria for ADHD had used stimulant medication, while 0.9% of all 4- to 17-year-olds and 13.4% with MDD had used antidepressants. In total, 22.6% of those using stimulant medications and 57.7% using antidepressant medications did not have symptoms meeting criteria for ADHD or MDD, respectively. Among 11- to 17-year-olds, 5.6% of those with adolescent-only-reported MDD, 10.9% of those with parent/carer-only-reported MDD, and 25.7% of those with MDD reported by both parents/carers and adolescents were using antidepressant medications. CONCLUSIONS: Only a minority of 4- to 17-year-olds with ADHD and MDD were being treated with stimulant or antidepressant medication. The percentage of adolescents with MDD using antidepressant medications varied depending on whether adolescents, parents/carers, or both identified the presence of MDD. This highlights the importance of using information from both these informants when assessing and treating adolescent depressive disorder.","Journal Article, Research Support, Non-U.S. Gov't",,0.53
27145504,10.1111/jpc.13091,The diagnosis of attention-deficit/hyperactivity disorder in Australian children: Current paediatric practice and parent perspective.,2016 Apr,Journal of paediatrics and child health,"Efron D, Sciberras E, Hiscock H, Jongeling B, Lycett K, Bisset M, Smith G","Adolescent, Attention Deficit Disorder with Hyperactivity/*diagnosis/*therapy, *Attitude of Health Personnel, Child, Child, Preschool, Cross-Sectional Studies, Female, Humans, Male, Parents/*psychology, Pediatricians/*psychology, Pediatrics/standards/trends, Practice Patterns, Physicians'/standards/trends, *Quality Improvement, Surveys and Questionnaires, Treatment Outcome, Western Australia, ADHD, behavioural medicine, guidline adherence, paediatrics, quality of health care","AIMS: In a sample of newly diagnosed children with attention-deficit/hyperactivity disorder (ADHD), the aims were to examine (1) paediatrician assessment and management practices; (2) previous assessments and interventions; (3) correspondence between parent-report and paediatrician identification of comorbidities; and (4) parent agreement with diagnosis of ADHD. METHODS: DESIGN: cross-sectional, multi-site practice audit with questionnaires completed by paediatricians and parents at the point of ADHD diagnosis. SETTING: private/public paediatric practices in Western Australia and Victoria, Australia. MAIN OUTCOME MEASURES: paediatricians: elements of assessment and management were indicated on a study-designed data form. Parents: ADHD symptoms and comorbidities were measured using the Conners 3 ADHD Index and Strengths and Difficulties Questionnaire, respectively. Sleep problems, previous assessments and interventions, and agreement with ADHD diagnosis were measured by questionnaire. RESULTS: Twenty-four paediatricians participated, providing data on 137 patients (77% men, mean age 8.1 years). Parent and teacher questionnaires were used in 88% and 85% of assessments, respectively. Medication was prescribed in 75% of cases. Comorbidities were commonly diagnosed (70%); however, the proportion of patients identified by paediatricians with internalising problems (18%), externalising problems (15%) and sleep problems (4%) was less than by parent report (51%, 66% and 39%). One in seven parents did not agree with the diagnosis of ADHD. CONCLUSIONS: Australian paediatric practice in relation to ADHD assessment is generally consistent with best practice guidelines; however, improvements are needed in relation to the routine use of questionnaires and the identification of comorbidities. A proportion of parents do not agree with the diagnosis of ADHD made by their paediatrician.",Journal Article,,0.7
27077892,10.1097/ANA.0000000000000303,Latent Class Analysis of Neurodevelopmental Deficit After Exposure to Anesthesia in Early Childhood.,2017 Jul,Journal of neurosurgical anesthesiology,"Ing C, Wall MM, DiMaggio CJ, Whitehouse AJO, Hegarty MK, Sun M, von Ungern-Sternberg BS, Li G, Sun LS","Adult, Anesthesia/*adverse effects, Child, Child Behavior Disorders/chemically induced/epidemiology/psychology, Child, Preschool, Cognition Disorders/chemically induced/epidemiology/psychology, Cohort Studies, Comorbidity, Developmental Disabilities/*chemically induced/epidemiology/psychology, Female, Humans, Infant, Infant, Newborn, Language Development Disorders/chemically induced/epidemiology/psychology, Male, Neuropsychological Tests, Phenotype, Pregnancy, Surgical Procedures, Operative/adverse effects, Western Australia/epidemiology","INTRODUCTION: Although some studies have reported an association between early exposure to anesthesia and surgery and long-term neurodevelopmental deficit, the clinical phenotype of children exposed to anesthesia is still unknown. METHODS: Data were obtained from the Western Australian Pregnancy Cohort Study (Raine) with neuropsychological tests at age 10 years measuring language, cognition, motor function, and behavior. Latent class analysis of the tests was used to divide the cohort into mutually exclusive subclasses of neurodevelopmental deficit. Multivariable polytomous logistic regression was used to evaluate the association between exposure to surgery and anesthesia and each latent class, adjusting for demographic and medical covariates. RESULTS: In our cohort of 1444 children, latent class analysis identified 4 subclasses: (1) Normal: few deficits (n=1135, 78.6%); (2) Language and Cognitive deficits: primarily language, cognitive, and motor deficits (n=96, 6.6%); (3) Behavioral deficits: primarily behavioral deficits, (n=151, 10.5%); and (4) Severe deficits: deficits in all neuropsychological domains (n=62, 4.3%). Language and cognitive deficit group children were more likely to have exposure before age 3 (adjusted odds ratio [aOR], 2.11; 95% confidence interval [CI], 1.17-3.81), whereas a difference in exposure was not found between Behavioral or Severe deficit children (aOR, 1.00; 95% CI, 0.58-1.73, and aOR, 0.85; 95% CI, 0.34-2.15, respectively) and Normal children. CONCLUSIONS: Our results suggest that in evaluating children exposed to surgery and anesthesia at an early age, the phenotype of interest may be children with deficits primarily in language and cognition, and not children with broad neurodevelopmental delay or primarily behavioral deficits.",Journal Article,,0.15
27050628,10.1089/neu.2015.4358,"Computerized Working Memory Training for Children with Moderate to Severe Traumatic Brain Injury: A Double-Blind, Randomized, Placebo-Controlled Trial.",2016 Dec 1,Journal of neurotrauma,"Phillips NL, Mandalis A, Benson S, Parry L, Epps A, Morrow A, Lah S","Adolescent, Brain Concussion/diagnosis/psychology/therapy, Brain Injuries, Traumatic/diagnosis/*psychology/*therapy, Child, Cognitive Behavioral Therapy/methods, Double-Blind Method, Female, Humans, Male, Memory Disorders/psychology/therapy, Memory, Short-Term/*physiology, Therapy, Computer-Assisted/*methods, *cognitive training, *pediatric, *randomized controlled trial, *traumatic brain injury, *working memory","Pediatric traumatic brain injury (TBI) places children at risk for deficits in working memory (WM; comprising a central executive [CE], and two storage systems: phonological loop [PL] and visuospatial sketchpad [VSSP]), which is strongly related to attention and academic skills in childhood. This study aimed to examine whether different components of WM can be improved following adaptive WM training (Cogmed) and whether improvements in WM generalize to other cognitive (attention) and academic skills (reading and mathematics) in children with TBI. Twenty-seven children with moderate to severe TBI were randomized to adaptive (Cogmed; n = 13) or non-adaptive training (active placebo; n = 14) and evaluated at baseline, post-training, and 3-months follow-up. Three children in the adaptive group and one child in the non-adaptive group withdrew from the study before completion of training. Complete case (CC) and intention-to-treat (ITT) analyses were conducted. Children in the adaptive group demonstrated significantly greater gains on select WM tasks (VSSP, but not PL or CE) from pre- to post-training (pre-post) and pre-training to follow-up (pre-follow-up; CC and ITT analyses). No gains were found on tests of attention. Adaptive training resulted in significantly greater gains on select academic skills (reading, but not mathematics): reading comprehension pre-post-training (ITT analyses) and reading accuracy pre-follow-up (CC and ITT analyses). This first, to our knowledge, study to examine the efficacy of adaptive WM training for children with TBI provides preliminary evidence of near and far transfer of training to WM and academic skills, respectively.","Journal Article, Multicenter Study, Randomized Controlled Trial, Research Support, Non-U.S. Gov't",,0.06
26996404,10.1016/j.pediatrneurol.2016.01.003,"Long-Term Neurocognitive, Psychosocial, and Magnetic Resonance Imaging Outcomes in Pediatric-Onset Acute Disseminated Encephalomyelitis.",2016 Apr,Pediatric neurology,"Beatty C, Bowler RA, Farooq O, Dudeck L, Ramasamy D, Yeh EA, Zivadinov R, Weinstock-Guttman B, Parrish JB","Adolescent, Child, Child, Preschool, Cognition Disorders/*etiology, Encephalomyelitis, Acute Disseminated/*complications/*diagnostic imaging, Female, Humans, Image Processing, Computer-Assisted, Longitudinal Studies, *Magnetic Resonance Imaging, Male, Neuropsychological Tests, Psychiatric Status Rating Scales, Retrospective Studies, Social Behavior Disorders/diagnosis/*etiology, age of onset, cognition, demyelinating diseases, depression, fatigue, seizure","BACKGROUND: Acute disseminated encephalomyelitis (ADEM) is a demyelinating disorder that is usually self-limited. Recent studies have suggested ongoing neurological deficits and neurocognitive impairment in these patients. Little information on the correlation of clinical and neuroimaging markers in ADEM is available. We examined potential clinical factors (e.g., age of onset, acute symptom duration, magnetic resonance imaging [MRI] lesions) and their relation to neurocognitive and psychosocial outcomes. METHODS: This is a retrospective chart review of consecutive pediatric patients diagnosed with ADEM between 2006 and 2012. Patients were evaluated with standard neurological assessment, MRI of the brain, and neuropsychological evaluation. RESULTS: Twenty-three patients with ADEM with average age at neuropsychological assessment of 10.1 years (+/-3.50) were included. Five (22.7%) patients were impaired on three or more neurocognitive measures. Psychosocial problems were reported in 20%-40% of patients. Earlier age of onset was correlated with poorer sustained attention and psychosocial problems, whereas acute symptom duration and Expanded Disability Status Scale were not. MRI outcomes were correlated with psychosocial outcomes but not neuropsychological findings. CONCLUSIONS: Our findings suggest lingering cognitive and psychosocial deficits in children with a history of ADEM. Clinical features and MRI findings correlated more strongly with psychosocial outcomes than cognitive functioning. Further studies are needed to confirm relationships and other possible contributing factors to lingering deficits.","Journal Article, Research Support, Non-U.S. Gov't",,0.02
26995277,10.1016/j.brainresbull.2016.03.007,Complexity analysis of brain activity in attention-deficit/hyperactivity disorder: A multiscale entropy analysis.,2016 Jun,Brain research bulletin,"Chenxi L, Chen Y, Li Y, Wang J, Liu T","Adolescent, Analysis of Variance, Attention Deficit Disorder with Hyperactivity/*pathology, Brain/*physiopathology, *Brain Mapping, Brain Waves/*physiology, Case-Control Studies, Child, Electroencephalography, *Entropy, Female, Humans, Male, Photic Stimulation, Psychomotor Performance, Systems Analysis, *ADHD, *Complexity, *Connectivity, *EEG, *Multiscale entropy","The multiscale entropy (MSE) is a novel method for quantifying the intrinsic dynamical complexity of physiological systems over several scales. To evaluate this method as a promising way to explore the neural mechanisms in ADHD, we calculated the MSE in EEG activity during the designed task. EEG data were collected from 13 outpatient boys with a confirmed diagnosis of ADHD and 13 age- and gender-matched normal control children during their doing multi-source interference task (MSIT). We estimated the MSE by calculating the sample entropy values of delta, theta, alpha and beta frequency bands over twenty time scales using coarse-grained procedure. The results showed increased complexity of EEG data in delta and theta frequency bands and decreased complexity in alpha frequency bands in ADHD children. The findings of this study revealed aberrant neural connectivity of kids with ADHD during interference task. The results showed that MSE method may be a new index to identify and understand the neural mechanism of ADHD.","Journal Article, Research Support, Non-U.S. Gov't",,0.57
26989097,10.1192/bjp.bp.115.168229,Genome-wide association study of response to cognitive-behavioural therapy in children with anxiety disorders.,2016 Sep,The British journal of psychiatry : the journal of mental science,"Coleman JR, Lester KJ, Keers R, Roberts S, Curtis C, Arendt K, Bogels S, Cooper P, Creswell C, Dalgleish T, Hartman CA, Heiervang ER, Hotzel K, Hudson JL, In-Albon T, Lavallee K, Lyneham HJ, Marin CE, Meiser-Stedman R, Morris T, Nauta MH, Rapee RM, Schneider S, Schneider SC, Silverman WK, Thastum M, Thirlwall K, Waite P, Wergeland GJ, Breen G, Eley TC","Adolescent, Anxiety Disorders/*genetics/therapy, Child, Child, Preschool, *Cognitive Behavioral Therapy, Female, *Genome-Wide Association Study, Genotype, Humans, Male, Polymorphism, Single Nucleotide/genetics, Treatment Outcome","BACKGROUND: Anxiety disorders are common, and cognitive-behavioural therapy (CBT) is a first-line treatment. Candidate gene studies have suggested a genetic basis to treatment response, but findings have been inconsistent. AIMS: To perform the first genome-wide association study (GWAS) of psychological treatment response in children with anxiety disorders (n = 980). METHOD: Presence and severity of anxiety was assessed using semi-structured interview at baseline, on completion of treatment (post-treatment), and 3 to 12 months after treatment completion (follow-up). DNA was genotyped using the Illumina Human Core Exome-12v1.0 array. Linear mixed models were used to test associations between genetic variants and response (change in symptom severity) immediately post-treatment and at 6-month follow-up. RESULTS: No variants passed a genome-wide significance threshold (P = 5 x 10(-8)) in either analysis. Four variants met criteria for suggestive significance (P<5 x 10(-6)) in association with response post-treatment, and three variants in the 6-month follow-up analysis. CONCLUSIONS: This is the first genome-wide therapygenetic study. It suggests no common variants of very high effect underlie response to CBT. Future investigations should maximise power to detect single-variant and polygenic effects by using larger, more homogeneous cohorts.","Clinical Trial, Journal Article, Multicenter Study","Declaration of interest R.M.R., J.L.H. and H.J.L. are co-authors of the Cool Kids program but receive no direct payments. C. Creswell is co-author of books in the 'Overcoming' series and receives royalties. W.K.S. is author of the Anxiety Disorders Interview Schedule for Children and receives royalties. G.B. is a consultant in pre-clinical genetics for Eli Lilly.",0.0
26908823,10.1542/hpeds.2015-0117,"Examination of the Comorbidity of Mental Illness and Somatic Conditions in Hospitalized Children in the United States Using the Kids' Inpatient Database, 2009.",2016 Mar,Hospital pediatrics,"Sztein DM, Lane WG","Adolescent, Child, Child, Hospitalized/*statistics & numerical data, Child, Preschool, Chronic Disease/*epidemiology, Comorbidity, Cross-Sectional Studies, Databases, Factual, Female, Humans, Infant, Infant, Newborn, Male, Mental Disorders/*epidemiology, United States/epidemiology, Young Adult","OBJECTIVE: To examine the associations between mental and physical illness in hospitalized children. METHODS: The data for this analysis came from the 2009 Kids' Inpatient Database (KID). Any child with an International Classification of Diseases, Ninth Revision code indicative of depressive, anxiety, or bipolar disorders or a diagnosis of sickle cell disease, diabetes mellitus type 1 or 2, asthma, or attention-deficit/hyperactivity disorder (ADHD) were included. Using SAS software, we performed chi(2) tests and multivariable logistic regression to determine degrees of association. RESULTS: Children discharged with sickle cell disease, asthma, diabetes mellitus type 1, diabetes mellitus type 2, and ADHD were 0.94, 2.76, 3.50, 6.37, and 38.39 times more likely to have a comorbid anxiety, depression, or bipolar disorder diagnosis than other hospitalized children, respectively. CONCLUSIONS: Children with several chronic physical illnesses (asthma, diabetes mellitus type 1, diabetes mellitus type 2) and mental illnesses (ADHD) have higher odds of being discharged from the hospital with a comorbid mood or anxiety disorder compared with other children discharged from the hospital. It is therefore important to screen children hospitalized with chronic medical conditions for comorbid mental illness to ensure optimal clinical care, to improve overall health and long-term outcomes for these children.",Journal Article,,0.23
26853497,10.1017/S1352465815000429,Homework Adherence and Cognitive Behaviour Treatment Outcome for Children and Adolescents with Anxiety Disorders.,2016 Mar,Behavioural and cognitive psychotherapy,"Arendt K, Thastum M, Hougaard E","Adolescent, Anxiety Disorders/*psychology/*therapy, Child, Cognition, Cognitive Behavioral Therapy/*methods, Female, Humans, Male, Patient Compliance/*psychology, Treatment Outcome, Anxiety, adolescents, children, cognitive behavioural therapy, homework assignments","BACKGROUND: Homework assignments are considered an essential component for a successful outcome of cognitive behavioural therapy for youths with anxiety disorders. However, only two studies have examined the association between homework adherence and outcome of cognitive behavioural therapy for youths with anxiety disorders. AIMS: The study examined the association between homework adherence and treatment outcome following a generic group cognitive behaviour treatment program (Cool Kids) for anxiety disordered youths and their parents. METHOD: The treatment program was completed by 98 children and adolescents (ages 7-16). Homework adherence was measured as time spent doing homework assignments between each session, reported by youths as well as parents. Outcome criteria consisted of youth-reported anxiety symptoms and clinician rated severity of primary anxiety diagnosis at posttreatment and 3-month follow-up. RESULTS: Results did not support an association between homework adherence and treatment outcome when controlling for pretreatment severity. CONCLUSIONS: The study found no convincing evidence that homework adherence predicted outcome of cognitive behavioural therapy for youths with anxiety disorders. Reasons for divergent findings on homework adherence in cognitive behavioural therapy for youths compared to adults are discussed.","Journal Article, Randomized Controlled Trial, Research Support, Non-U.S. Gov't",,0.02
26836830,10.1097/DBP.0000000000000262,A Novel Mutation in DMD (c.10797+5G>A) Causes Becker Muscular Dystrophy Associated with Intellectual Disability.,2016 Apr,Journal of developmental and behavioral pediatrics : JDBP,"Banihani R, Baskin B, Halliday W, Kobayashi J, Kawamura A, McAdam L, Ray PN, Yoon G","Adolescent, Dystrophin/*genetics, Humans, Intellectual Disability/*genetics, Male, Muscular Dystrophy, Duchenne/*genetics, Mutation","BACKGROUND: Severe intellectual disability has been reported in a subgroup of patients with Duchenne muscular dystrophy but is not typically associated with Becker muscular dystrophy. PATIENT: The authors report a 13-year-old boy, with severe intellectual disability (Wechsler Intelligence Scales for Children-IV, Full Scale IQ < 0.1 percentile), attention-deficit hyperactivity disorder, and mild muscle weakness. He had elevated serum creatine kinase and dystrophic changes on muscle biopsy. Dystrophin immunohistochemistry revealed decreased staining with the C-terminal and mid-rod antibodies and essentially absent staining of the N-terminal immunostain. Sequencing of muscle mRNA revealed aberrant splicing due to a c.10797+5G > A mutation in DMD. CONCLUSION: Dystrophinopathy may be associated with predominantly cognitive impairment and neurobehavioral disorder, and should be considered in the differential diagnosis of unexplained cognitive or psychiatric disturbance in males.","Case Reports, Journal Article",,0.06
26769979,10.1177/0004867415622562,Service use by Australian children for emotional and behavioural problems: Findings from the second Australian Child and Adolescent Survey of Mental Health and Wellbeing.,2016 Sep,The Australian and New Zealand journal of psychiatry,"Johnson SE, Lawrence D, Hafekost J, Saw S, Buckingham WJ, Sawyer M, Ainley J, Zubrick SR","Adolescent, Attention Deficit Disorder with Hyperactivity/epidemiology/therapy, Australia/epidemiology, Child, Child, Preschool, Depressive Disorder, Major/epidemiology/therapy, Female, Health Surveys, Humans, Male, Mental Disorders/*epidemiology/therapy, Mental Health Services/*statistics & numerical data, School Health Services/*statistics & numerical data, Australia, Mental disorders, adolescents, children, mental health, mental health services, service use","OBJECTIVE: To identify the proportion of children and adolescents in Australia and the proportion of those with mental disorders who used services for emotional and behavioural problems, the type of services used and what characteristics were associated with service use. METHOD: During 2013-2014, a national face-to-face household survey of mental health and wellbeing (Young Minds Matter) was conducted, involving 6310 parents and carers of 4- to 17-year-olds (55% of eligible households) and self-report surveys from 2967 11- to 17-year-olds in these households (89% of eligible youth). The survey identified 12-month mental disorders based on the Diagnostic Interview Schedule for Children-Version IV and asked about service use for emotional or behavioural problems in the previous 12 months. RESULTS: Overall, 17.0% of all 4- to 17-year-olds used services for emotional or behavioural problems in the previous 12 months. Of those with mental disorders, 56.0% used services (48.9% of 4- to 11-year-olds; 65.1% of 12- to 17-year-olds). Service use was highest among 4- to 17-year-olds with major depressive disorder (79.6%) and lowest for those with attention-deficit/hyperactivity disorder (52.7%). Two-fifths (41.2%), 72.5% and 87.6% of those with mild, moderate and severe disorders used services. General practitioners, psychologists, paediatricians and counsellors/family therapists were the most commonly accessed health service providers. Two-fifths with mental disorders had attended school services. About 5% of adolescents reported use of online personal support or counselling for help with their problems. From multivariate models, service use was higher in sole carer families, but also among those living in the least socially and economically disadvantaged compared to the most disadvantaged areas. CONCLUSION: Rates of service use for mental disorders in Australia's children and adolescents appear to have increased substantially. Health services and schools are the major providers of services for emotional and behavioural problems, but telephone counselling and online services have become well-established parts of the service environment.",Journal Article,,0.26
26724923,10.1007/s10803-015-2684-2,Effects of Age and Attention on Auditory Global-Local Processing in Children with Autism Spectrum Disorder.,2016 Apr,Journal of autism and developmental disorders,"Foster NE, Ouimet T, Tryfon A, Doyle-Thomas K, Anagnostou E, Hyde KL","Acoustic Stimulation, Adolescent, Age Factors, *Attention, Auditory Perception/*physiology, Autism Spectrum Disorder/*psychology, Child, Female, Humans, Male, Neuropsychological Tests, Attention, Auditory, Autism, Development","In vision, typically-developing (TD) individuals perceive ""global"" (whole) before ""local"" (detailed) features, whereas individuals with autism spectrum disorder (ASD) exhibit a local bias. However, auditory global-local distinctions are less clear in ASD, particularly in terms of age and attention effects. To these aims, here ASD and TD children judged local and global pitch structure in nine-tone melodies. Both groups showed a similar global precedence effect, but ASD children were less sensitive to global interference than TD children at younger ages. There was no effect of attention task. These findings provide novel evidence of developmental differences in auditory perception and may help to refine sensory phenotypes in ASD.","Journal Article, Research Support, Non-U.S. Gov't",,0.23
26689936,10.1177/1087054715613438,Literacy and Numeracy Underachievement in Boys and Girls With ADHD.,2020 Aug,Journal of attention disorders,"Silva D, Colvin L, Glauert R, Stanley F, Srinivas Jois R, Bower C","*Attention Deficit Disorder with Hyperactivity, Australia, Child, Female, Humans, *Literacy, Male, Reading, Underachievement, *ADHD, *behavior, *gestational age, *literacy, *numeracy, *reading","Objective: To determine literacy and numeracy outcomes, among children with and without ADHD by gestational age and gender. Method: De-identified linked population data from the Western Australian Monitoring of Drug Dependence Systems, Western Australian Literacy and Numeracy Assessment database, and the Midwives Notification System used information on 6,819 children with ADHD compared with 14,451 non-ADHD children. Results: Twenty-three percent of boys and 28% of girls with ADHD had numeracy scores below the benchmark in School Year 3, compared with 11% of children without ADHD. These differences were also evident in reading, writing, and spelling through primary school. Children with ADHD and reduced gestational age were at a greater risk of not meeting numeracy and reading benchmarks, compared with children born at term. Conclusion: Children with ADHD are disadvantaged from an early age in key areas of learning, and this risk increased with reduction in gestational age at birth.","Journal Article, Research Support, Non-U.S. Gov't",,0.47
